,acc+bvp_XAp0,acc+bvp_XAp1,acc+bvp_XAp2,acc+bvp_XCond1,acc+bvp_XCond2,acc+bvp_XDist,acc+bvp_XFuzz1,acc+bvp_XFuzz2,acc+bvp_XK2_1,acc+bvp_XK2_2,acc+bvp_XPermEn,acc+bvp_XSamp0,acc+bvp_XSamp1,acc+bvp_XSamp2,acc+bvp_XSpec
0,1.5606270906709043,0.020860678982678182,-0.6021160324819612,0.8964034014498237,0.84669354946767,0.7032483796911583,2.958447256849009,3.1492357353133564,1.7416423298227846,1.5587746152424202,0.648888643467878,1.7694110655642932,1.4623248750335123,1.1655171414073675,0.9486088696157261
1,1.8408203858690169,-0.2432523503358235,-0.5966688786405163,0.8019902936823141,0.7968074865457663,0.6821883371824835,2.7864935611785455,2.5317240704541333,1.7757539659540214,1.424292155714275,0.6207552362147116,1.7676523938848219,1.5860254718093572,1.0756733409875248,0.9506068557338333
2,1.8124287738801523,-0.2765733024203937,-0.43969397748788747,1.3690668677650888,1.381302805199252,0.8156539922744956,3.1299356597622476,2.701142518105846,1.7525464172576173,1.25485519685419,0.6547956803312163,2.076867080672485,1.579652750668115,1.057721449701853,0.956365816190273
3,1.8618956619957086,-0.2805460592328797,-0.6513310306548126,1.015168268833335,1.0252220710880593,0.745928729713263,2.9470664756206904,3.0982377020170864,1.934684472392869,2.2488356630364104,0.6584896970785714,1.9223998068869943,1.6269109602393785,1.4189038110859307,0.9542612968754255
4,2.0496680170310517,-0.5934579191220872,-0.4564617510777025,0.6819162226689168,0.6507975835208076,0.5979721362697404,2.943352157502633,2.9224267522404697,1.501028404350119,1.1141686726900362,0.663668482632973,1.779567428462693,1.2875415079335257,0.8549644048854288,0.943213275591375
5,2.0774417920179498,-0.42453537516401374,-0.4167211350368886,1.3512265800860268,1.3407564833932457,0.782008047547669,3.1951667884818002,2.673119662201382,2.104079332367632,2.2658942055397993,0.6125606311107803,2.1414115125170063,1.8606577735959233,2.0631614112346615,0.9449144686994072
6,1.9606888356521965,-0.33431262999626987,-0.4794537271834995,1.2771436434951489,1.256009659751075,0.8205084534095691,2.9833108488514983,2.959055907686428,2.2140118835341416,2.523254821040873,0.6180765742263259,2.2142690119454778,1.9497829627014431,1.7924745210997806,0.9474176038544462
7,1.87752302133581,-0.12486015841563525,-0.5902231408044042,1.1607981985273415,1.1373143092380993,0.7586018614534271,3.3827819861250616,3.5948711831248255,2.1215907025233802,1.7788959477498223,0.6528756675646988,2.113802969197147,1.89804037151321,1.5875791186216013,0.9507286162580469
8,2.006887658635903,-0.33961275928556356,-0.4960328629354467,0.9705805641968233,0.9463443607716074,0.6753012126324823,3.3282652847002616,3.2791343780386097,2.6764553533342474,2.9317056045917087,0.6207552362147116,2.230677953595439,2.430474867143589,2.5875290452137025,0.9450462309000802
9,2.0596278296616255,-0.3819653322196478,-0.5145261867826805,1.1066747264505064,1.0983788150149127,0.711190779043828,3.317040980839551,3.3782787394920857,2.564854857179705,3.0963025550507237,0.6180765742263259,2.2066690361642194,2.3235998416507546,2.643189566900169,0.9463808194151241
