,acc+bvp_XAp0,acc+bvp_XAp1,acc+bvp_XAp2,acc+bvp_XCond1,acc+bvp_XCond2,acc+bvp_XDist,acc+bvp_XFuzz1,acc+bvp_XFuzz2,acc+bvp_XK2_1,acc+bvp_XK2_2,acc+bvp_XPermEn,acc+bvp_XSamp0,acc+bvp_XSamp1,acc+bvp_XSamp2,acc+bvp_XSpec
0,1.5730497833308152,-0.06977310667931114,-0.4962521100224919,1.0436876312934853,1.0288325182478484,0.6540562670260868,2.478315421199573,2.7762120665639367,1.471141714238219,1.3716984650281143,0.581717464821069,1.5957541853481783,1.178079756300035,0.9293698397538765,0.9547184888436989
1,1.6350572257951417,-0.28762999697832103,-0.34468040127265426,1.0244279831541099,1.0140105507807577,0.7316338243700663,2.8241427781930577,2.1453035783855823,0.8230358810854367,0.5638913341034437,0.6547956803312163,1.560489030702237,0.7138325970189494,0.4328955870771319,0.9225673454362758
2,1.648259719054127,-0.2293401565097738,-0.25527557409637597,1.0757232080418135,1.055680913965537,0.731705364868132,4.115879159920805,2.74984267607197,1.2961376528049797,1.330050966328152,0.6584896970785714,1.627545310776519,1.1684257716981614,1.0832621001304747,0.8916652024018652
3,1.9560487313692827,-0.2965118897355705,-0.16027649997350416,1.3616800683482726,1.3625431565139843,0.8501856529571964,5.075263185599075,9.771569647407478,1.5837922071962602,1.2708989458000473,0.5915533975974677,1.8536348729461425,1.3500787041823807,0.8482102692096253,0.9484190044202573
4,0.8201143895333148,-0.08221360957112306,-0.017806776319080925,1.175576667680438,1.1588955296803143,0.8134245555533853,4.036712497616683,10.32210192093223,1.6858001971155816,2.1753955219693553,0.6468212168108125,1.6194882482876019,1.4273034288798645,1.5001096006966492,0.933666378844195
5,1.6720083564236787,-0.21855049730882348,-0.12834661462976393,1.1483142857225483,1.150241520160081,0.7570283710309991,4.544060665616376,6.070861232746519,2.265030051898577,1.5405245541619639,0.6284777104787076,1.836059728124635,1.917061994717655,1.7221980390221014,0.9469290212040861
6,0.904139300977011,-0.12011845405760624,-0.11191340052528881,1.1975414705241136,1.1882051218515317,0.767177329991046,3.030847733710078,3.0222623902521777,0.9772909385530917,1.0112094388330215,0.6403206450210053,1.1996488328458814,0.7562779825960861,0.6021241683840359,0.9423731049962956
7,1.6278615936706873,-0.18417130166912143,-0.3113474897292193,0.9284887431326254,0.9185448106772421,0.6355538012156785,3.430339282734451,3.425982782152833,1.502524411302716,1.7456737901479435,0.6380535849069913,1.2676623032688243,1.2752972779677931,1.3261103686623192,0.9321454377633319
8,0.30757904903419714,-0.0376607912578813,0.00670640980132739,0.8126744829926016,0.7605822416431992,0.5888994272612573,2.5584810158561297,2.53366760456559,0.2846283517932793,0.20561802119291805,0.6528756675646988,0.742174039406019,0.21957906654489348,0.08965758123290318,0.9343807420961301
9,1.4352319567565426,-0.16519121920986513,-0.18916910892373018,0.8862514661520934,0.8804165613077426,0.6875499430358919,2.782188392927847,2.0179404075718588,0.8835661634074289,0.757772985226859,0.6447042257417027,1.3326061590367342,0.7053949127515076,0.4910664737855284,0.9058190141409405
10,2.5690574803081736,-0.4614552643369232,-0.4442876651964843,1.7425012526503978,1.7453503298565427,0.8500074928156718,3.8602777850719123,6.881351857793888,3.117751666860024,,0.6380535849069913,2.50239196412902,2.9943763411428552,5.910796644040527,0.8250355694810495
11,0.3880699243471867,6.851870292065229e-05,-0.027233413407223718,1.71084662025988,1.6920671053552383,0.9443881913326005,3.0987852854466196,23.67903202730654,2.2526785559121962,,0.585052858160615,2.754617836918545,2.215195462657456,inf,0.9046306461558786
12,0.037265219525518395,-0.0029812175620414715,0.0,1.7136404525783655,1.6809293734001594,0.929269136857427,3.023077891936807,10.112088357754542,2.503722696083191,,0.6468212168108125,2.5550430319770308,2.4589311633847397,inf,0.8806724577582701
13,0.18541692916636446,-2.6944530455000337e-05,-0.015424466233408705,1.7094713062253626,1.6933424240622532,0.9392863185745619,3.1597425422630265,8.180259651994326,2.482407708331938,,0.6547956803312163,2.5265623250568328,2.4874118703049373,inf,0.8809442188873526
14,0.07895999001226052,-0.0057903992675657715,0.0,1.724385630805265,1.7421977917532552,0.9061843749095063,2.662180092341568,5.614560714244606,2.3423056811889778,,0.6509067234006624,2.6649907116417633,2.348983483720007,inf,0.8989419983525335
15,3.5317147796105486,-0.9247300582011863,-0.17685452254815365,1.3957982673537006,1.4037893999261506,0.7114035130299271,3.1071430718350737,8.82827500842974,2.583463726882218,6.385216939622038,0.6284777104787076,2.4255063065065525,2.580141446078664,5.70877001616724,0.9548118826080818
16,4.167946978625733,-1.441107930557895,-0.10970100134692969,1.6675562104014163,1.6716136419761323,0.615441196331136,2.888102460912215,4.353558639087302,6.517373860124456,,0.6403206450210053,2.6862887093206975,6.524051662655485,2.1972245773362196,0.9114561824867364
17,3.961397845337752,-1.421726776238785,-0.05719508602064235,1.7621866301966214,1.773186809580236,0.6066344515654519,3.041881361228112,4.490110126385883,7.727589369078476,,0.5713653840954815,2.5746854890347866,7.734267171609506,inf,0.8956525063994676
18,0.532411260794466,-0.03371937985031618,0.0,1.7374199625790738,1.736984758300172,0.9336131862902394,2.864806916856563,9.728844826331192,,,0.6380535849069913,3.0195696963678467,inf,,0.8370796972438614
19,0.6164484436499055,-0.06169577221331302,-0.008168384733676268,1.7719045651148493,1.7503047606645756,0.8946020691816776,3.262790500452,3.4772186484356875,,,0.6180765742263259,2.5253120644230393,5.624156346867881,inf,0.8358910978332063
20,0.2624007339541232,-0.02711474250859273,0.0,1.7670882406111799,1.748280291373943,0.9171840567621979,3.1643038193892674,10.747840561449086,,,0.6468212168108125,2.417497253558746,inf,,0.8721837999010025
21,0.23182721485343094,-0.022409964102498323,0.0,1.7545302684250614,1.7117005924511053,0.8961275378642806,3.040971586786667,7.742309644418882,,,0.6528756675646988,2.4902542561145955,inf,,0.8844937812442101
22,4.141499475576867,-1.372758222321293,-0.3921482567999239,1.23741043171379,1.24353863574236,0.6763554231149594,2.774342018109307,7.960621452448924,5.7060043462212775,3.084342279587752,0.6584896970785714,2.6038403472017797,4.760673334276072,2.9444389791664407,0.9266373901432648
23,4.243728626847169,-1.2380503226957082,-0.4861921686728555,1.5267406776937642,1.5371233442180685,0.7564153334195655,2.900655638229278,6.686937067250133,3.0528089858483245,4.659878640346171,0.6468212168108125,2.582887058148204,3.034717720266945,3.9982007016691985,0.8909216952722773
24,0.38969387925021626,-0.03623480046413763,-0.0027345874608839986,1.7117449979695536,1.6811776776396499,0.9121726810572734,3.228434757049168,3.2539241102314507,4.879904842895248,,0.6584896970785714,2.4266377416640244,4.0981252850620065,inf,0.9036099237062487
25,0.4545380806782087,-0.0363630464542567,0.0,1.6585633862296743,1.6304297039822677,0.8879209663007825,3.562287620904813,13.708476507874689,,,0.6333676938231112,2.685147807884906,inf,,0.9010390060857033
26,1.841456012333269,-0.031238554693467147,-0.33632489511441943,1.0014542563765814,0.9873166565605178,0.6730976148007046,3.286618009780123,3.6699857790169768,1.9388731640197938,2.843754976720158,0.6380535849069913,1.8666267039076068,1.6788260337420469,2.301430580647221,0.9353311039007239
27,1.6395401329931132,0.04628384427850363,-0.2562741796503809,1.0897882720363512,1.055898910234637,0.6889035016498393,2.7218308433949736,2.8216244200102656,1.719341604615521,2.929193097430904,0.6309483474627791,1.6276584585476286,1.5397851926883015,2.0705105655850162,0.9464201062492105
28,0.809413145385614,-0.05789841943237528,-0.03171508045176044,1.1761643976496292,1.1661269080047612,0.8003277574859156,3.1012070470619078,2.142823775384531,0.6939633518263241,0.4998572854469013,0.6309483474627791,1.374365790254617,0.5443940641794313,0.3585907673814563,0.9343906847472628
29,1.3282635712837376,0.05557490218359029,-0.2747866886548527,1.1122005586101156,1.1141040248969003,0.7126556666611411,2.3085503554575926,2.2576845378578696,1.490115820651906,1.2990707223909324,0.6619902821573977,1.4685172213777231,1.2570182940655064,1.0116009116784799,0.9264577223702285
30,1.3578423994558697,-0.1286882486401082,-0.23000186728667033,0.8257527343887734,0.8127443925921536,0.5070564586163855,2.7341847892378732,2.3753293994088005,0.8640658540229215,0.6696192248611033,0.6284777104787076,1.071451180605737,0.7031889968149294,0.49644624851400815,0.9296685984049579
31,1.2691467597623418,-0.21434761147618558,-0.1023544293240978,1.1567252109971706,1.1505075206675333,0.8111054225526408,2.8314760720782157,2.757871541531056,0.8696218660704335,0.9611870009062647,0.6566669596287297,1.3489129452749256,0.6993745192869231,0.4996299850355558,0.9393792981470552
